,hasID,hasTitle,hasDescription,hasNumberPage,hasPublicYear,hasExtension,hasSize,hasAuthor,hasPublisher,hasLanguage,hasRate,hasTags,hasCategory
72,2358958,Mathematical optimization terminology: a comprehensive glossary of terms,"Mathematical Optimization Terminology: A Comprehensive Glossary of Terms is a practical book with the essential formulations, illustrative examples, real-world applications and main references on the topic. This book helps readers gain a more practical understanding of optimization, enabling them to apply it to their algorithms. This book also addresses the need for a practical publication that introduces these concepts and techniques.Discusses real-world applications of optimization and how it can be used in algorithmsExplains the essential formulations of optimization in mathematicsCovers a more practical approach to optimization Read more... Abstract: Mathematical Optimization Terminology: A Comprehensive Glossary of Terms is a practical book with the essential formulations, illustrative examples, real-world applications and main references on the topic. This book helps readers gain a more practical understanding of optimization, enabling them to apply it to their algorithms. This book also addresses the need for a practical publication that introduces these concepts and techniques.Discusses real-world applications of optimization and how it can be used in algorithmsExplains the essential formulations of optimization in mathematicsCovers a more practical approach to optimization",332,2018,pdf,6 MB,"['Keller', 'André A']",Elsevier : Academic Press,English,3.51,"['Mathematics', 'Optimization. Operations Research']","Math, Optimization"
73,2359177,Optimization techniques and applications with examples,"A guide to modern optimization applications and techniques in newly emerging areas spanning optimization, data science, machine intelligence, engineering, and computer sciences' Optimization Techniques and Applications with Examples introduces the fundamentals of all the commonly used techniques'in optimization that encompass the broadness and diversity of the methods (traditional and new) and algorithms. The author'a noted expert in the field'covers a wide range of topics including mathematical foundations, optimization formulation, optimality conditions, algorithmic complexity, linear programming, convex optimization, and integer programming.' In addition, the book discusses artificial neural network, clustering and classifications, constraint-handling, queueing theory, support vector machine and multi-objective optimization, evolutionary computation, nature-inspired algorithms and many other topics. Designed as a practical resource, all topics are explained in detail with step-by-step examples to show how each method works. The book's exercises test the acquired knowledge that can be potentially applied to real problem solving. By taking an informal approach to the subject, the author helps readers to rapidly acquire the basic knowledge in optimization, operational research, and applied data mining.' This important resource: -Offers an accessible and state-of-the-art introduction to the main optimization techniques -Contains both traditional optimization techniques and the most current algorithms and swarm intelligence-based techniques -Presents a balance of theory, algorithms, and implementation -Includes more than 100 worked examples with step-by-step explanations' Written for upper undergraduates and graduates in a standard course on optimization, operations research and data mining, Optimization Techniques and Applications with Examples is a highly accessible guide to understanding the fundamentals of all the commonly used techniques'in optimization. Read more... Abstract: A guide to modern optimization applications and techniques in newly emerging areas spanning optimization, data science, machine intelligence, engineering, and computer sciences' Optimization Techniques and Applications with Examples introduces the fundamentals of all the commonly used techniques'in optimization that encompass the broadness and diversity of the methods (traditional and new) and algorithms. The author'a noted expert in the field'covers a wide range of topics including mathematical foundations, optimization formulation, optimality conditions, algorithmic complexity, linear programming, convex optimization, and integer programming.' In addition, the book discusses artificial neural network, clustering and classifications, constraint-handling, queueing theory, support vector machine and multi-objective optimization, evolutionary computation, nature-inspired algorithms and many other topics. Designed as a practical resource, all topics are explained in detail with step-by-step examples to show how each method works. The book's exercises test the acquired knowledge that can be potentially applied to real problem solving. By taking an informal approach to the subject, the author helps readers to rapidly acquire the basic knowledge in optimization, operational research, and applied data mining.' This important resource: -Offers an accessible and state-of-the-art introduction to the main optimization techniques -Contains both traditional optimization techniques and the most current algorithms and swarm intelligence-based techniques -Presents a balance of theory, algorithms, and implementation -Includes more than 100 worked examples with step-by-step explanations' Written for upper undergraduates and graduates in a standard course on optimization, operations research and data mining, Optimization Techniques and Applications with Examples is a highly accessible guide to understanding the fundamentals of all the commonly used techniques'in optimization",364,2018,pdf,2 MB,"['Yang', 'Xin-She']",John Wiley & Sons,English,4.68,"['Mathematics', 'Optimization. Operations Research']","Math, Optimization"
74,2360087,Dynamical systems and optimal control,,338,2018,pdf,2 MB,"['Salsa S.', 'Squellati A.']",Bocconi Univ.,English,4.73,"['Mathematics', 'Optimization. Operations Research']","Math, Optimization"
75,2273925,Operations Research: An Introduction,"For junior/senior undergraduate and first-year graduate courses in Operations Research in departments of Industrial Engineering, Business Administration, Statistics, Computer Science, and Mathematics. Operations Research provides a broad focus on algorithmic and practical implementation of Operations Research (OR) techniques, using theory, applications, and computations to teach students OR basics. The book can be used conveniently in a survey course that encompasses all the major tools of operations research, or in two separate courses on deterministic and probabilistic decision-making. With. Read more...",848,2017,pdf,8 MB,['Hamdy A. Taha'],Pearson Education Limited,English,3.07,"['Mathematics', 'Optimization. Operations Research']","Math, Optimization"
76,2360278,Введение в теорию управления системами с распределенными параметрами,,292,2017,djvu,3 MB,"['Егоров А.И.', 'Знаменская Л.Н.']",Лань,Russian,4.27,"['Mathematics', 'Optimization. Operations Research']","Math, Optimization"
77,3603798,Прикладные методы оптимизаци,,212,2017,pdf,15 MB,['Шукаев Д.Н.'],ИД «Академия Естествознания»,Russian,3.9,"['Mathematics', 'Optimization. Operations Research']","Math, Optimization"
78,1440941,Adaptive stochastic optimization techniques with applications,,414,2016,pdf,6 MB,"['Momoh', 'James A']",CRC Press,English,4.97,"['Mathematics', 'Optimization. Operations Research']","Math, Optimization"
79,1450714,Advances in Combinatorial Optimization: Linear Programming Formulations of the Traveling Salesman and Other Hard Combinatorial Optimization Problems,"Combinational optimization (CO) is a topic in applied mathematics, decision science and computer science that consists of finding the best solution from a non-exhaustive search. CO is related to disciplines such as computational complexity theory and algorithm theory, and has important applications in fields such as operations research/management science, artificial intelligence, machine learning, and software engineering.Advances in Combinatorial Optimization presents a generalized framework for formulating hard combinatorial optimization problems (COPs) as polynomial sized linear programs. Though developed based on the 'traveling salesman problem' (TSP), the framework allows for the formulating of many of the well-known NP-Complete COPs directly (without the need to reduce them to other COPs) as linear programs, and demonstrates the same for three other problems (e.g. the 'vertex coloring problem' (VCP)). This work also represents a proof of the equality of the complexity classes ""P"" (polynomial time) and ""NP"" (nondeterministic polynomial time), and makes a contribution to the theory and application of 'extended formulations' (EFs).On a whole, Advances in Combinatorial Optimization offers new modeling and solution perspectives which will be useful to professionals, graduate students and researchers who are either involved in routing, scheduling and sequencing decision-making in particular, or in dealing with the theory of computing in general.",220,2016,pdf,8 MB,"['Moustapha Diaby', 'Mark H. Karwan']",World Scientific Publishing Company,English,4.08,"['Mathematics', 'Optimization. Operations Research']","Math, Optimization"
80,4081932,Байесовские модели восприятия и действия,"Многие формы восприятия и действий можно математически смоделировать с помощью вероятностного (байесовского) вывода – метода, используемого для получения выводов на основе неопределенных данных. Согласно этим моделям, сталкиваясь с зашумленными и неоднозначными данными, человеческий мозг ведет себя как талантливый специалист по обработке данных или следователь на месте преступления. Данная богатая примерами и иллюстрациями книга представляет собой введение в методологию построения и использования вероятностных моделей перцептивного принятия решений и действий.Издание адресовано широкому кругу читателей, интересующихся нейробиологией, когнитивными науками, машинным обучением, психологией, лингвистикой и математикой.",458,2024,pdf,25 MB,"['Вэй Цзи Ма', 'Конрад Кёрдинг', 'Дэниел Голдрайх']",ДМК Пресс,Russian,3.33,"['Mathematics', 'Probability']","Math, Probality"
81,4233606,Introduction to Probability for Computing,"Probability theory has become indispensable in computer science. It is at the core of machine learning and statistics, where one often needs to make decisions under stochastic uncertainty. It is also integral to computer science theory, where most algorithms today are randomized algorithms, involving random coin flips. It is a central part of performance modeling in computer networks and systems, where probability is used to predict delays, schedule jobs and resources, and provision capacity.This book gives an introduction to probability as it is used in computer science theory and practice, drawing on applications and current research developments as motivation and context. This is not a typical counting and combinatorics book, but rather it is a book centered on distributions and how to work with them. Every topic is driven by what computer science students need to know. For example, the book covers distributions that come up in computer science, such as heavy-tailed distributions. There is a large emphasis on variability and higher moments, which are very important in empirical computing distributions. Computer systems modeling and simulation are also discussed, as well as statistical inference for estimating parameters of distributions. Much attention is devoted to tail bounds, such as Chernoff bounds. Chernoff bounds are used for confidence intervals and also play a big role in the analysis of randomized algorithms, which themselves comprise a large part of the book. Finally, the book covers Markov chains, as well as a bit of queueing theory, both with an emphasis on their use in computer systems analysis.",571,2024,pdf,12 MB,['Mor Harchol-Balter'],Cambridge University Press (CUP),English,3.47,"['Mathematics', 'Probability']","Math, Probality"
82,4284939,"Introduction to Probability, Statistics & R: Foundations for Data-Based Sciences","A strong grasp of elementary statistics and probability, along with basic skills in using R, is essential for various scientific disciplines reliant on data analysis. This book serves as a gateway to learning statistical methods from scratch, assuming a solid background in high school mathematics. Readers gradually progress from basic concepts to advanced statistical modelling, with examples from actuarial, biological, ecological, engineering, environmental, medicine, and social sciences highlighting the real-world relevance of the subject. An accompanying R package enables seamless practice and immediate application, making it ideal for beginners. The book comprises 19 chapters divided into five parts. Part I introduces basic statistics and the R software package, teaching readers to calculate simple statistics and create basic data graphs. Part II delves into probability concepts, including rules and conditional probability, and introduces widelyused discrete and continuous probability distributions (e.g., binomial, Poisson, normal, log-normal). It concludes with the central limit theorem and joint distributions for multiple random variables. Part III explores statistical inference, covering point and interval estimation, hypothesis testing, and Bayesian inference. This part is intentionally less technical, making it accessible to readers without an extensive mathematical background. Part IV addresses advanced probability and statistical distribution theory, assuming some familiarity with (or concurrent study of) mathematical methods like advanced calculus and linear algebra. Finally, Part V focuses on advanced statistical modelling using simple and multiple regression and analysis of variance, laying the foundation for further studies in machine learning and data science applicable to various data and decision analytics contexts.",559,2024,pdf,12 MB,['Sujit K. Sahu'],Springer,English,4.32,"['Mathematics', 'Probability']","Math, Probality"
83,3463015,Statistical Modeling With R: a dual frequentist and Bayesian approach for life scientists,"To date, statistics has tended to be neatly divided into two theoretical approaches or frameworks: frequentist (or classical) and Bayesian. Scientists typically choose the statistical framework to analyse their data depending on the nature and complexity of the problem, and based on their personal views and prior training on probability and uncertainty. Although textbooks and courses should reflect and anticipate this dual reality, they rarely do so. This accessible textbook explains, discusses, and applies both the frequentist and Bayesian theoretical frameworks to fit the different types of statistical models that allow an analysis of the types of data most commonly gathered by life scientists. It presents the material in an informal, approachable, and progressive manner suitable for readers with only a basic knowledge of calculus and statistics. Statistical Modeling with R is aimed at senior undergraduate and graduate students, professional researchers, and practitioners throughout the life sciences, seeking to strengthen their understanding of quantitative methods and to apply them successfully to real world scenarios, whether in the fields of ecology, evolution, environmental studies, or computational biology.",518,2023,pdf,36 MB,['Pablo Inchausti'],Oxford University Press,English,4.75,"['Mathematics', 'Probability']","Math, Probality"
84,3528284,"Multivariate Reduced-Rank Regression: Theory, Methods and Applications",1. Multivariate Linear Regression.- 2. Reduced-Rank Regression Model.- 3. Reduced-Rank Regression Models with Two Sets of Regressors.- 4. Reduced-Rank Regression Model with Autoregressive Errors.- 5. Multiple Time Series Modeling with Reduced Ranks.- 6. The Growth Curve Model and Reduced-Rank Regression Methods.- 7. Seemingly Unrelated Regression Models with Reduced Ranks.- 8. Applications of Reduced-Rank Regression in Financial Economics.- 9. High-Dimensional Reduced-Rank Regression.- 10. Generalized Reduced-Rank Regression with Complex Data.- 11. Sparse and Low-Rank Regression. 12. Alternate Procedures for Analysis of Multivariate Regression Models.,419,2023,pdf,6 MB,"['Gregory C Reinsel', 'Raja P Velu', 'Kun Chen']",Springer,English,4.31,"['Mathematics', 'Probability']","Math, Probality"
85,3585287,Telegraph Processes and Option Pricing,"This book provides an extensive, systematic overview of the modern theory of telegraph processes and their multidimensional counterparts, together with numerous fruitful applications in financial modelling. Focusing on stochastic processes of bounded variation instead of classical diffusion, or more generally, Lévy processes, has two obvious benefits. First, the mathematical technique is much simpler, which helps to concentrate on the key problems of stochastic analysis and applications, including financial market modelling. Second, this approach overcomes some shortcomings of the (parabolic) nature of classical diffusions that contradict physical intuition, such as infinite propagation velocity and infinite total variation of paths. In this second edition, some sections of the previous text are included without any changes, while most others have been expanded and significantly revised. These are supplemented by predominantly new results concerning piecewise linear processes with arbitrary sequences of velocities, jump amplitudes, and switching intensities. The chapter on functionals of the telegraph process has been significantly expanded by adding sections on exponential functionals, telegraph meanders and running extrema, the times of the first passages of telegraph processes with alternating random jumps, and distribution of the Euclidean distance between two independent telegraph processes. A new chapter on the multidimensional counterparts of the telegraph processes is also included.The book is intended for graduate students in mathematics, probability, statistics and quantitative finance, and for researchers working at academic institutions, in industry and engineering. It can also be used by university lecturers and professionals in various applied areas.",440,2023,pdf,6 MB,"['Nikita Ratanov', 'Alexander D. Kolesnik']",Springer,English,4.51,"['Mathematics', 'Probability']","Math, Probality"
86,3637718,Elementary Statistical Methods,"This is the first book of two volumes covering the basics of statistical methods and analysis. Significant topics include concepts of research and data analysis, descriptive statistics, probability and distributions, correlation and regression, and statistical inference. The book includes useful examples and exercises as well as relevant case studies for proper implementation of the discussed tools. This book will be a valuable text for undergraduate students of statistics, management, economics, and psychology, wanting to gain basic understanding of statistics and the usage of its various concepts.",318,2023,pdf,6 MB,['Sahana Prasad'],Springer,English,3.11,"['Mathematics', 'Probability']","Math, Probality"
87,3675103,G Families of Probability Distributions: Theory and Practices,"Statistical distributions are essential tools to model the characteristics of datasets, such as right or left skewness, bi-modality or multi-modality observed in different applied sciences, such as engineering, medicine, and finance. The well-known distributions like normal, Weibull, gamma and Lindley are extensively used because of their simple forms and identifiability properties. In the last decade, researchers have focused on the more complex and flexible distributions, referred to as Generalized or simply G families of probability distributions, to increase the modelling capability of these distributions by adding one or more shape parameters.The main aim of this edited book is to present new contributions by researchers in the field of G families of probability distributions. The book will help researchers to:Develop new univariate continuous and discrete G families of probability distributions.Develop new bivariate continuous and discrete G families of probability distributions.Derive beneficial mathematical properties such as ordinary and incomplete moments, moment generating functions, residual life and reversed residual life functions, order statistics, quantile spread ordering and entropies, and some bivariate and multivariate extensions of the new and existing models using a simple-type copula.",364,2023,pdf,14 MB,"['Mir Masoom Ali', 'Irfan Ali', 'Haitham M. Yousof', 'Mohamed Ibrahim Mohamed Ahmed']",CRC Press/Science Publishers,English,4.53,"['Mathematics', 'Probability']","Math, Probality"
88,3690370,Статистика и планирование эксперимента для непосвященных: Как отучить статистику лгать,"Непонимание статистики – важная проблема в нашем обществе. Благодаря компьютерным технологиям собирать статистические данные стало проще, но главную задачу – правильно обработать результаты – по-прежнему берет на себя человек. Из этой книги вы узнаете, как использовать и интерпретировать статистику и статистические данные в различном окружении. Рассмотрены основные понятия и принципы статистики, наиболее распространенные статистические критерии, множественная проверка гипотез, планирование эксперимента, а также метастатистика.Издание пригодится тем, кто хочет понять принципы статистики и научиться интерпретировать ее результаты, не вдаваясь в математические детали вычислений. Для изучения материала требуется минимальный уровень математической подготовки.",174,2023,pdf,14 MB,"['Майкл Х. Херцог', 'Грегори Фрэнсис', 'Аарон Кларк']",ДМК Пресс,Russian,4.25,"['Mathematics', 'Probability']","Math, Probality"
89,3708105,Robust and Multivariate Statistical Methods: Festschrift in Honor of David E. Tyler,"This book presents recent developments in multivariate and robust statistical methods. Featuring contributions by leading experts in the field it covers various topics, including multivariate and high-dimensional methods, time series, graphical models, robust estimation, supervised learning and normal extremes. It will appeal to statistics and data science researchers, PhD students and practitioners who are interested in modern multivariate and robust statistics. The book is dedicated to David E. Tyler on the occasion of his pending retirement and also includes a review contribution on the popular Tyler’s shape matrix.",499,2023,pdf,23 MB,"['Mengxi Yi', 'Klaus Nordhausen']",Springer,English,4.08,"['Mathematics', 'Probability']","Math, Probality"
90,3720775,Introductory Applied Statistics: With Resampling Methods & R,"This book offers an introduction to applied statistics through data analysis, integrating statistical computing methods. It covers robust and non-robust descriptive statistics used in each of four bivariate statistical models that are commonly used in research: ANOVA, proportions, regression, and logistic. The text teaches statistical inference principles using resampling methods (such as randomization and bootstrapping), covering methods for hypothesis testing and parameter estimation. These methods are applied to each statistical model introduced in preceding chapters.Data analytic examples are used to teach statistical concepts throughout, and students are introduced to the R packages and functions required for basic data analysis in each of the four models. The text also includes introductory guidance to the fundamentals of data wrangling, as well as examples of write-ups so that students can learn how to communicate findings. Each chapter includes problems for practice or assessment. Supplemental instructional videos are also available as an additional aid to instructors, or as a general resource to students. This book is intended for an introductory or basic statistics course with an applied focus, or an introductory analytics course, at the undergraduate level in a two-year or four-year institution. This can be used for students with a variety of disciplinary backgrounds, from business, to the social sciences, to medicine. No sophisticated mathematical background is required.",196,2023,pdf,8 MB,['Bruce Blaine'],Springer,English,4.01,"['Mathematics', 'Probability']","Math, Probality"
91,3743315,Introductory Statistics,"This textbook is a primer for students on statistics. It covers basic statistical operations, an introduction to probability, distributions and regression. The book is divided into a series of 10 chapters covering a basic introduction to common topics for beginners.The goal of the book is to provide sufficient understanding of how to organize and summarize datasets through descriptive and inferential statistics for good decision-making. A chapter on ethics also informs readers about best practices for using statistics in research and analysis.Topics covered:1. Introduction to Statistics2. Summarizing and Graphing3. Basic Concepts of Probability4. Discrete Random Variables5. Continuous Random Variables6. Sampling Distributions7. Estimation8. Hypothesis Testing9. Correlation and Regression10. Ethics",178,2023,pdf,23 MB,['Alandra Kahl'],Bentham Science Publishers,English,3.78,"['Mathematics', 'Probability']","Math, Probality"
92,3765169,Probabilistic Topic Models: Foundation and Application,"This book introduces readers to the theoretical foundation and application of topic models. It provides readers with efficient means to learn about the technical principles underlying topic models. More concretely, it covers topics such as fundamental concepts, topic model structures, approximate inference algorithms, and a range of methods used to create high-quality topic models. In addition, this book illustrates the applications of topic models applied in real-world scenarios. Readers will be instructed on the means to select and apply suitable models for specific real-world tasks, providing this book with greater use for the industry. Finally, the book presents a catalog of the most important topic models from the literature over the past decades, which can be referenced and indexed by researchers and engineers in related fields. We hope this book can bridge the gap between academic research and industrial application and help topic models play an increasingly effective role in both academia and industry. This book offers a valuable reference guide for senior undergraduate students, graduate students, and researchers, covering the latest advances in topic models, and for industrial practitioners, sharing state-of-the-art solutions for topic-related applications. The book can also serve as a reference for job seekers preparing for interviews.",153,2023,pdf,5 MB,"['Di Jiang', 'Chen Zhang', 'Yuanfeng Song']",Springer,English,3.02,"['Mathematics', 'Probability']","Math, Probality"
93,3860226,Modern Business Analytics: Practical Data Science for Decision-making,"Written by Matt Taddy, successful author of the McGraw Hill Professional title, Business Data Science graduate of University of Chicago and Amazon Chief Economist. This new higher-ed text takes a practical, modern approach to data science and business analytics for the graduate-level business analytics student or professional. It takes a learn-by-doing approach, with real data analysis examples that explain the ""why"", rather than the ""what"" in the decision-making discussions. It uses R as the primary technology throughout the text and includes an end-of-chapter reference to the basic R recipes in each chapter. The text uses tools from economics and statistics in combination with Machine Learning Techniques to create a platform for using data to make decisions.The Connect product that supports the text includes Interactive Activities that have students explore content more deeply, Excel activities like Integrated Excel & Applying Excel, and a Prep Course that helps students refresh on fundamental pre-requisite knowledge they need to know prior to this course.",465,2023,pdf,35 MB,['Matt Taddy'],Mc Graw Hill,English,3.02,"['Mathematics', 'Probability']","Math, Probality"
94,4023653,A Second Course in Probability,"Written by Sheldon Ross and Erol Peköz, this text familiarises you with advanced topics in probability while keeping the mathematical prerequisites to a minimum. Topics covered include measure theory, limit theorems, bounding probabilities and expectations, coupling and Stein's method, martingales, Markov chains, renewal theory, and Brownian motion. No other text covers all these topics rigorously but at such an accessible level - all you need is an undergraduate-level understanding of calculus and probability. New to this edition are sections on the gambler's ruin problem, Stein's method as applied to exponential approximations, and applications of the martingale stopping theorem. Extra end-of-chapter exercises have also been added, with selected solutions available.This is an ideal textbook for students taking an advanced undergraduate or graduate course in probability. It also represents a useful resource for professionals in relevant application domains, from finance to machine learning.",196,2023,pdf,1 MB,"['Sheldon M. Ross', 'Erol A. Peköz']",Cambridge University Press,English,4.17,"['Mathematics', 'Probability']","Math, Probality"
95,4165925,Stochastic Geometric Analysis with Applications,"This book is a comprehensive exploration of the interplay between Stochastic Analysis, Geometry, and Partial Differential Equations (PDEs). It aims to investigate the influence of geometry on diffusions induced by underlying structures, such as Riemannian or sub-Riemannian geometries, and examine the implications for solving problems in PDEs, mathematical finance, and related fields. The book aims to unify the relationships between PDEs, nonholonomic geometry, and stochastic processes, focusing on a specific condition shared by these areas known as the bracket-generating condition or Hörmander's condition. The main objectives of the book are: 1. To unify the relationship between PDEs, nonholonomic geometry, and stochastic processes by examining the common condition imposed on vector fields in both fields. 2. To explore diffusions induced by underlying geometry, whether Riemannian or sub-Riemannian, and study how curvature affects the diffusion of Brownian movement along curves. 3. To compute heat kernels and fundamental solutions for various operators, using stochastic methods, and analyze their properties. 4. To investigate the dynamics of elliptic and sub-elliptic diffusions on different geometric structures and their applications. 5. To explore the connections between sub-elliptic differential systems and sub-Riemannian geometry. 6. To analyze the dynamics of LC-circuits using variational approaches and establish their relationship with stochastic analysis and geometric analysis.The intended audience for this book includes researchers and practitioners in mathematics, physics, and engineering, who are interested in stochastic techniques applied to geometry and PDEs, as well as their applications in mathematical finance and electrical circuits.",556,2023,pdf,6 MB,['Ovidiu Calin'],World Scientific,English,4.44,"['Mathematics', 'Probability']","Math, Probality"
96,4227312,Mastering Probability and Statistics: A Comprehensive Guide to Learn Probability and Statistics,"Unveil the Secrets of Data Analysis and InferenceIn the realm of data-driven decision-making, probability and statistics are the bedrock of understanding uncertainty, variability, and drawing meaningful conclusions. ""Mastering Probability and Statistics"" is your definitive guide to unraveling the intricacies of these essential mathematical tools, empowering you to make informed decisions and draw insightful conclusions from data.About the BookAs data becomes increasingly integral to various fields, a solid foundation in probability and statistics becomes a critical asset. ""Mastering Probability and Statistics"" offers a comprehensive exploration of these core concepts—an indispensable toolkit for students, analysts, researchers, and enthusiasts alike. This book caters to both newcomers and experienced learners aiming to excel in probability, statistical analysis, and data interpretation.Key FeaturesProbability Essentials: Begin by understanding the core principles of probability. Learn about random variables, probability distributions, and the mathematics of uncertainty.Descriptive Statistics: Dive into descriptive statistics. Explore techniques for summarizing and visualizing data using measures of central tendency and variability.Probability Distributions: Grasp the art of working with probability distributions. Understand the characteristics of common distributions like the normal, binomial, and exponential distributions.Statistical Inference: Explore the realm of statistical inference. Learn how to make decisions and draw conclusions about populations based on sample data using hypothesis testing and confidence intervals.Regression Analysis: Understand the power of regression analysis. Explore techniques for modeling relationships between variables and making predictions using linear and nonlinear regression.Probability and Sampling: Delve into probability and sampling techniques. Learn how to apply probability concepts to sampling methods and estimate population parameters.Multivariate Analysis: Grasp multivariate analysis techniques. Explore methods for analyzing data with multiple variables, including principal component analysis and factor analysis.Real-World Applications: Gain insights into how probability and statistics are applied across industries. From business to science, discover the diverse applications of these concepts in various fields.Why This Book MattersIn an era of data-driven decision-making, mastering probability and statistics offers a competitive advantage. ""Mastering Probability and Statistics"" empowers learners, analysts, researchers, and technology enthusiasts to leverage these foundational concepts, enabling them to analyze data, make informed decisions, and draw meaningful insights.Uncover the Power of Data InsightIn the landscape of data-driven decision-making, probability and statistics are the keys to understanding uncertainty and drawing meaningful insights. ""Mastering Probability and Statistics"" equips you with the knowledge needed to leverage these essential mathematical tools, enabling you to analyze data, make informed decisions, and draw valuable conclusions. Whether you're an experienced analyst or new to the world of data analysis, this book will guide you in building a solid foundation for effective statistical reasoning and data interpretation. Your journey to mastering probability and statistics starts here.",329,2023,epub,2 MB,['Kris Hermans'],Cybellium,English,4.12,"['Mathematics', 'Probability']","Math, Probality"
97,3218495,"Mathletics: How Gamblers, Managers, and Fans Use Mathematics in Sports","How to use math to improve performance and predict outcomes in professional sportsMathletics reveals the mathematical methods top coaches and managers use to evaluate players and improve team performance, and gives math enthusiasts the practical skills they need to enhance their understanding and enjoyment of their favorite sports―and maybe even gain the outside edge to winning bets. This second edition features new data, new players and teams, and new chapters on soccer, e-sports, golf, volleyball, gambling Calcuttas, analysis of camera data, Bayesian inference, ridge regression, and other statistical techniques. After reading Mathletics, you will understand why baseball teams should almost never bunt; why football overtime systems are unfair; why points, rebounds, and assists aren’t enough to determine who’s the NBA’s best player; and more.",608,2022,pdf,11 MB,"['Wayne L. Winston', 'Scott Nestler', 'Konstantinos Pelechrinis']",Princeton University Press,English,4.42,"['Mathematics', 'Probability']","Math, Probality"
98,3230292,"Diffusion Processes, Jump Processes, and Stochastic Differential Equations","Diffusion Processes, Jump Processes, and Stochastic Differential Equations provides a compact exposition of the results explaining interrelations between diﬀusion stochastic processes, stochastic diﬀerential equations and the fractional inﬁnitesimal operators. The draft of this book has been extensively classroom tested by the author at Case Western Reserve University in a course that enrolled seniors and graduate students majoring in mathematics, statistics, engineering, physics, chemistry, economics and mathematical ﬁnance. The last topic proved to be particularly popular among students looking for careers on Wall Street and in research organizations devoted to ﬁnancial problems.",126,2022,pdf,8 MB,['Wojbor A. Woyczyński'],CRC Press,English,3.77,"['Mathematics', 'Probability']","Math, Probality"
99,3302018,Basic Statistics for Risk Management in Banks and Financial Institutions,"The book provides an engaging account of theoretical, empirical, and practical aspects of various statistical methods in measuring risks of financial institutions, especially banks. In this book, the author demonstrates how banks can apply many simple but effective statistical techniques toanalyze risks they face in business and safeguard themselves from potential vulnerability. It covers three primary areas of banking; risks-credit, market, and operational risk and in a uniquely intuitive, step-by-step manner the author provides hands-on details on the primary statistical tools thatcan be applied for financial risk measurement and management. The book lucidly introduces concepts of various well-known statistical methods such as correlations, regression, matrix approach, probability and distribution theorem, hypothesis testing, value at risk, and Monte Carlo simulation techniques and provides a hands-on estimation and interpretation ofthese tests in measuring risks of the financial institutions. The book strikes a fine balance between concepts and mathematics to tell a rich story of thoughtful use of statistical methods.",320,2022,pdf,8 MB,['Arindam Bandyopadhyay'],Oxford University Press,English,3.58,"['Mathematics', 'Probability']","Math, Probality"
100,3322686,Ereignisrisiko: Statistische Verfahren und Konzepte zur Risikoquantifizierung,"Im Fokus dieses Buches steht die quantitative Modellierung und statistische Messung von Ereignisrisiken: Es werden statistische Schätzverfahren zur Quantifizierung von Ereignisrisiken und statistische Testverfahren zum Einsatz im Rahmen der Risikokontrolle präsentiert.Kapitelweise werden die wichtigsten Risikomaßzahlen verbal eingeführt, formal definiert, im Rahmen kurzer Beispiele für verschiedene stochastische Modelle berechnet und anschließend im Kontext verschiedener Datensituationen statistisch geschätzt. Die geschätzten Werte werden um Genauigkeitsangaben ergänzt. Statistische Testverfahren, die zum Risikomonitoring eingesetzt werden können, vervollständigen das jeweilige Kapitel. Das statistische Vorgehen wird stets anhand von Anwendungsbeispielen veranschaulicht. Softwarehinweise in Form von Prozeduren und Funktionen für Excel, GAUSS, Mathematica und R ergänzen die jeweiligen Ausführungen. Am Ende jedes Kapitels findet sich ein kurzes Resümee, das die entscheidenden Erkenntnisse und Fallstricke prägnant zusammenfasst, sowie ein Abschnitt zu den methodischen Hintergründen und Herleitungen. Das Buch mit seinen vielfältigen Beispielen ist interdisziplinär ausgerichtet und gut geeignet zum Selbststudium, zur Weiterbildung oder als Grundlage für Lehrmodule zur Risikomodellierung, Risikomessung, Risikoquantifizierung, zu Risikomaßen oder zum Risikomanagement in wirtschafts-, ingenieur- und naturwissenschaftlichen Studiengängen. Die Präsentation der Inhalte auf verschiedenen Schwierigkeitsstufen (datenorientierte Verfahren, methodischer Hintergrund und Herleitungen, technische Anhänge) ermöglicht den Einsatz auf verschiedenen Studienniveaus und macht das Buch auch für forschende Wissenschaftler interessant.",325,2022,pdf,4 MB,"['Steffi Höse', 'Stefan Huschens']",Springer Spektrum,German,4.2,"['Mathematics', 'Probability']","Math, Probality"
101,3375609,Advanced Probability and Statistics: Applications to Physics and Engineering,"This book surveys some of the important research work carried out by Indian scientists in the field of pure and applied probability, quantum probability, quantum scattering theory, group representation theory and general relativity. It reviews the axiomatic foundations of probability theory by A.N. Kolmogorov and how the Indian school of probabilists and statisticians used this theory effectively to study a host of applied probability and statistics problems like parameter estimation, convergence of a sequence of probability distributions, and martingale characterization of diffusions.It will be an important resource to students and researchers of Physics and Engineering, especially those working with Advanced Probability and Statistics.",426,2022,pdf,9 MB,['Harish Parthasarathy'],CRC Press/Manakin Press,English,4.18,"['Mathematics', 'Probability']","Math, Probality"
